Subject,Course ID,Course Title,Course Description,Credits
Public Policy And Global Affairs,PPGA_V 520,Economics of Poverty,"Micro-scale processes of development, including the challenges posed by persistent poverty, and ground-level development solutions. Measurement and empirical evaluation of development interventions and outcomes. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 521,Development and Institutions,"Introduction to macro-level long-term development processes by which societies improve their standards of living. Development theories, historical drivers; present debates; when and how public policies can best enable economic development. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 522,Development Discourses and Practices,The meaning of development and micro/macro aspects of policy planning and implementation for development. The rise of development thought; assessment of the outcomes of development for different countries and communities. This course is not eligible for Credit/D/Fail grading.,	3
Public Policy And Global Affairs,PPGA_V 523,Economic Change and Reforms in Asia,"Trajectories and current puzzles in East Asian political economy in Japan, Korea, China, and South East Asia. Political economic institutions, dynamics and sustainability; integration of China and India into the world economy. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 524,Legal Change and Sustainability Challenges in Asia,"Impact of legal reform efforts on political, socio-economic and cultural change in selected economies of Asia. Relationships between changes in legal institutions, doctrines, and processes. Addressing sustainability challenges in human, natural and built environments. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 525,Social Policy Responses to Rapid Development,"Prevalent social issues in Asia. Policy responses in Asian countries have been formulated in education, housing, welfare, and public health in response to the social dislocation that accompanies rapid development. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 526,Challenges of Urbanization,"Spatial development, housing, infrastructure and local environments and the administrative and regulatory implications of urbanization. Interactions between bio-physical requisites of urbanization and structures and processes of governance which shape their provision. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 527,Corporate Social Responsibility,Policy debates surrounding Corporate Social Responsibility including: voluntary regulation initiatives; responsibility to stakeholders in global supply chains; public-private partnerships; socially responsible investing; transparency; and protection of human rights. This course is not eligible for Credit/D/Fail grading.,	3
Public Policy And Global Affairs,PPGA_V 528,Emerging Powers,"Contemporary power shifts in the global political economy, and the agendas and impact of emerging powers in global politics, economics and governance. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 540,Tools and Techniques for Sustainability Assessment,Environmental and socio-economic outcomes of projects and policies including: systems modelling and dynamics; life-cycle and risk assessment; cost-benefit and decision analysis; valuation of ecosystem services; and critical appraisals of socio-economic valuation approaches that form the basis of policy assessments. This course is not eligible for Credit/D/Fail grading.,	3
Public Policy And Global Affairs,PPGA_V 541,Policy Dimensions of Energy Systems,"Energy sources, markets, and impacts critical to energy policy, including oil, natural gas and coal markets; electricity and utilities policy; local and global environmental impacts; renewable energy; nuclear power and security; energy efficiency; technological innovation; and energy poverty. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 542,"Science, Technology, and Public Policy","Role and influence of science and technology in society, and its relationship to public policy development including: history and economics of technological change. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 543,Sustainable Water Systems,"Valuing, managing and sustaining water systems for agriculture, industry, the built environment, recreation and ecosystems including: service delivery, government intervention and policy responses; interrelationship between water and sanitation, resource recovery, and relationships between water systems and human development. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 544,Economic Foundations of Environmental Policies,"Environmental and natural resource economics: externalities, property rights, public goods, market failure, inter-generational trade-offs, and optimal extraction of biological and depletable resources. Environmental regulation, industrial competitiveness, and distribution of income and welfare. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 545,Ecology for Policy,"Ecological systems for diverse policy contexts including: health, agriculture, water, resource management, tourism, spatial planning, and conservation. Innovative progress from policies and policy frameworks that better reflect ecological dynamics, and the design of appropriate policy and governance responses. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 560,Global Governance: Frameworks and Policy Debates,"Policy-making at the global level, including theories and frameworks of global coordination and global governance. Global, regional, and sub-regional mechanisms. Trade, finance, climate, food regulation, developmental norms, and security. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 561,Impact of Globalization on Societies,"Definitions of globalization and overview globalization theories; specific causes, effects, and responses of globalization in various Asian countries. Globalization in its political, social, and economic dimensions in migration and norm diffusion. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 562,"Resource Governance, Environment and Human Security","International policy processes associated with themes of environmental security: disaster prevention; resource curse; institution building and conflict minerals and global expropriation. Issues to be considered include human rights advocacy and peacekeeping, food security and food sovereignty. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 563,Asia Pacific Human Migration and Social Change,Key concepts and theories of migration and social change. The role of the nation state and regulatory systems considering international institutions relevant to migration as concerns Asian demography and migration; connections between Asia and the Pacific Rim. This course is not eligible for Credit/D/Fail grading.,	3
Public Policy And Global Affairs,PPGA_V 564,Security Challenges for Asian States and People,"Asian state policies on security threats that impact their national and human security including: civil-military relations, intrastate conflict, transnational crime, spread of disease, and environmental and natural disasters, geo-political power shift, defence modernization, resurgent nationalism, and historical legacies. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 565,"Nationalism, Religion, and Ethnic Conflict in Asia","Ethnic and religious conflict in Asia related to historical and dialectic development of different forms of nationalism; the confluence between religion, ethnicity, and nationalist ideologies in the escalation of conflicts in different Asian societies. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 566,Asia Diplomacy and International Relations,"Comprehensive and systematic assessments and analyses of political dynamics, policy behaviors, and diplomatic interactions of Asian countries. Major diplomatic issues, cross-cutting diplomatic challenges, and opportunities facing countries in the region. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 567,Human Rights and Justice,"Linkages between human rights, development and justice and the policy interventions which flow from them. Human rights policy including: international organizations, national actors, non-governmental organizations and communities. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 568,Global Economic Policy,"Key issues, institutions and debates in global economic policymaking. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 569,Global Health Policy,"Actors, processes and contexts shaping global health policy; politics and policy processes at the global and related levels; impact and influence of dynamics within and between different levels on health disparities and inequitable access to health services and technologies. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 580,Internet and Global Affairs,The impact of Internet on policy and global affairs structural changes to: economy with reduced transaction costs; media through new publishing forms; politics through new structures for collective action; law through limits of privacy and confidentiality; governance through e-government. This course is not eligible for Credit/D/Fail grading.,	3
Public Policy And Global Affairs,PPGA_V 581,Behavioural Foundations for Public Policy,"Basic concepts in social and cognitive psychology, judgment and decision-making and behavioral economics in shaping policy formation and implementation. Application of experimental findings and concepts emanating from behavioral research to the design and implementation of policy. This course is not eligible for Credit/D/Fail grading.",	3
